region,2017,2018,2019,2020,2021,2022
Республика Коми,100.85083333333334,101.89083333333333,101.78749999999998,100.35416666666667,103.50833333333333,103.77166666666666
Республика Коми,100.4925,101.94250000000001,101.53083333333336,99.64333333333333,105.60333333333331,102.99166666666667
Республика Коми,100.51333333333334,102.15999999999998,101.31916666666666,99.55416666666667,104.83666666666666,102.90916666666668
Санкт-Петербург,104.67500000000003,106.89916666666666,100.67666666666668,103.08333333333336,105.37083333333334,103.82249999999999
Санкт-Петербург,105.11500000000001,107.75333333333334,100.42583333333333,103.92000000000002,106.89083333333333,103.77916666666668
Санкт-Петербург,105.21583333333332,108.06583333333332,100.89500000000002,103.67333333333333,106.5575,104.96416666666666
Санкт-Петербург,105.2625,108.19749999999999,100.94416666666666,103.63499999999999,106.4825,105.09666666666668
Санкт-Петербург,105.205,108.36416666666666,100.27250000000002,103.67083333333335,106.37666666666667,103.73166666666667
Санкт-Петербург,105.09416666666665,108.13833333333332,100.63416666666666,103.88833333333334,106.24583333333334,103.32166666666666
Санкт-Петербург,107.27083333333331,99.10083333333334,101.30333333333333,102.42166666666667,104.93583333333333,103.17999999999999
Санкт-Петербург,104.56083333333332,108.21333333333335,100.06666666666666,103.60916666666668,107.18,102.98500000000001
Санкт-Петербург,104.93166666666666,108.39666666666666,99.75750000000001,104.10083333333334,106.32833333333333,103.05833333333332
