region,year,constr,vrp,prod_index,materials,act_dir,cpi
Санкт-Петербург,2017,103.72,3866.4,100.24,105.205,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.24,105.09416666666665,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.24,107.27083333333331,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.24,104.56083333333332,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.24,104.93166666666666,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,104.67500000000003,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,105.11500000000001,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,105.21583333333332,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,105.2625,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,105.205,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,105.09416666666665,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,107.27083333333331,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,104.56083333333332,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.6,104.93166666666666,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,104.67500000000003,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,105.11500000000001,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,105.21583333333332,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,105.2625,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,105.205,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,105.09416666666665,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,107.27083333333331,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,104.56083333333332,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.65,104.93166666666666,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,104.67500000000003,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,105.11500000000001,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,105.21583333333332,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,105.2625,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,105.205,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,105.09416666666665,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,107.27083333333331,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,104.56083333333332,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.71,104.93166666666666,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.0,104.67500000000003,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.0,105.11500000000001,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.0,105.21583333333332,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.0,105.2625,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.0,105.205,16.666666666666668,103.65
Санкт-Петербург,2017,103.72,3866.4,100.0,105.09416666666665,16.666666666666668,103.65
